VIN,Trip,Make,Model,Version,Grade,Engine_Temperature,Battery_Voltage,Engine_Vibration,Mileage,Oil_Temperature,Coolant_Temperature,Engine_Load,RPM,Throttle_Position,Intake_Air_Temperature,Exhaust_Gas_Temperature,Fuel_Pressure
VIN00098,2,Honda,Civic,2.0L,Sport,90.4,12.44,4.85,18.37,85.5,120.0,50.5,1440,40.0,17.0,285.1,89.3
VIN00098,3,Honda,Civic,2.0L,Sport,91.7,12.01,4.75,18.35,70.1,107.39999999999999,62.1,2956,45.8,26.4,124.99999999999999,92.69999999999999
VIN00098,4,Honda,Civic,2.0L,Sport,78.2,11.68,4.59,19.1,73.89999999999999,105.1,65.0,2197,40.800000000000004,14.0,184.1,99.8
VIN00098,5,Honda,Civic,2.0L,Sport,76.0,12.79,3.76,17.52,74.39999999999999,103.8,76.8,5274,28.3,25.5,97.69999999999999,96.19999999999999
VIN00098,6,Honda,Civic,2.0L,Sport,83.80000000000001,11.709999999999999,5.4,18.23,86.0,102.3,60.2,4540,29.200000000000003,19.6,265.5,96.39999999999999
VIN00098,7,Honda,Civic,2.0L,Sport,79.9,12.94,5.18,17.62,71.6,106.8,67.4,3774,27.3,17.8,267.79999999999995,87.5
VIN00098,8,Honda,Civic,2.0L,Sport,92.9,12.28,5.15,18.22,66.3,110.1,65.8,1851,28.0,13.2,261.2,91.39999999999999
VIN00098,9,Honda,Civic,2.0L,Sport,93.2,12.7,4.93,19.37,66.39999999999999,107.1,65.10000000000001,6458,27.400000000000002,14.8,224.7,105.8
VIN00098,10,Honda,Civic,2.0L,Sport,97.0,12.48,3.59,20.62,71.0,107.2,58.400000000000006,865,31.0,17.4,237.0,100.3
VIN00099,0,Honda,Civic,2.0L,Sport,86.2,13.5,3.02,15.16,107.3,107.5,23.6,3020,61.0,34.2,580.7,61.1
VIN00099,1,Honda,Civic,2.0L,Sport,73.5,14.05,3.3,16.0,97.5,108.0,8.700000000000001,5440,63.9,43.0,528.2,59.300000000000004
VIN00099,2,Honda,Civic,2.0L,Sport,88.5,12.73,3.95,17.03,112.89999999999999,106.1,29.400000000000002,6307,55.4,39.2,533.8000000000001,55.9
VIN00099,3,Honda,Civic,2.0L,Sport,84.7,13.98,3.2,15.59,109.5,105.4,26.8,2160,66.4,33.300000000000004,646.9000000000001,57.4
VIN00099,4,Honda,Civic,2.0L,Sport,75.0,13.57,2.27,14.19,107.2,111.2,26.8,6606,69.4,34.6,678.4000000000001,70.4
VIN00099,5,Honda,Civic,2.0L,Sport,81.2,12.99,2.06,13.95,101.3,116.0,23.200000000000003,6593,74.1,33.2,613.2,70.3
VIN00099,6,Honda,Civic,2.0L,Sport,94.4,12.79,3.3,13.79,108.7,107.3,16.8,4432,50.4,34.5,510.40000000000003,59.4
VIN00099,7,Honda,Civic,2.0L,Sport,84.4,13.68,2.99,14.68,101.89999999999999,100.9,21.1,4859,69.2,25.900000000000002,679.0,63.1
VIN00099,8,Honda,Civic,2.0L,Sport,77.8,13.26,3.66,16.6,99.6,104.4,17.400000000000002,1634,70.0,32.900000000000006,554.3000000000001,66.5
VIN00099,9,Honda,Civic,2.0L,Sport,87.3,13.77,3.7,17.09,104.89999999999999,113.8,13.000000000000002,6496,46.1,24.300000000000004,633.0,69.0
VIN00099,10,Honda,Civic,2.0L,Sport,88.4,13.03,2.79,15.32,106.6,111.1,31.0,3308,46.1,34.800000000000004,506.50000000000006,53.4
VIN00100,0,Hyundai,Elantra,2.0L,Limited,103.3,12.0,4.57,6.51,75.6,114.2,46.0,4402,80.6,16.6,218.7,32.9
VIN00100,1,Hyundai,Elantra,2.0L,Limited,106.1,11.21,4.800000000000001,5.779999999999999,73.5,114.5,49.6,2615,91.69999999999999,17.200000000000003,129.0,39.4
VIN00100,2,Hyundai,Elantra,2.0L,Limited,116.8,12.45,5.54,7.68,70.39999999999999,113.3,51.4,1303,65.6,24.8,245.7,33.199999999999996
VIN00100,3,Hyundai,Elantra,2.0L,Limited,88.5,12.25,5.37,4.699999999999999,81.8,120.60000000000001,48.8,4750,91.3,25.8,193.79999999999998,27.0
VIN00100,4,Hyundai,Elantra,2.0L,Limited,89.3,12.02,5.37,5.77,76.19999999999999,110.2,33.3,6875,71.19999999999999,10.000000000000002,241.6,34.3
VIN00100,5,Hyundai,Elantra,2.0L,Limited,107.6,12.72,4.12,7.21,74.6,124.2,54.0,1771,68.6,25.700000000000003,318.6,23.099999999999998
VIN00100,6,Hyundai,Elantra,2.0L,Limited,91.6,11.4,5.1000000000000005,6.43,83.39999999999999,119.10000000000001,47.4,4270,78.8,10.400000000000002,243.0,31.9
VIN00100,7,Hyundai,Elantra,2.0L,Limited,99.3,11.94,3.97,7.63,84.0,105.3,34.8,5455,91.3,6.700000000000001,182.6,40.199999999999996
VIN00100,8,Hyundai,Elantra,2.0L,Limited,103.1,12.57,4.390000000000001,4.75,82.6,111.4,36.6,6153,68.39999999999999,12.600000000000001,299.29999999999995,27.299999999999997
VIN00100,9,Hyundai,Elantra,2.0L,Limited,114.5,11.48,3.8000000000000003,8.1,81.5,115.60000000000001,41.5,2689,83.5,26.0,217.0,33.1
VIN00100,10,Hyundai,Elantra,2.0L,Limited,99.2,12.64,4.92,7.92,85.19999999999999,112.5,59.8,1831,82.19999999999999,24.700000000000003,185.7,28.9
VIN00101,0,Mazda,Mazda3,2.5L,Grand Touring,85.4,12.04,3.46,13.62,92.0,114.8,48.9,6700,94.5,28.5,301.4,79.6
VIN00101,1,Mazda,Mazda3,2.5L,Grand Touring,73.4,11.399999999999999,3.84,14.729999999999999,98.5,116.1,39.0,819,99.5,33.3,294.5,89.19999999999999
VIN00101,2,Mazda,Mazda3,2.5L,Grand Touring,81.10000000000001,12.379999999999999,3.9299999999999997,13.02,85.4,106.39999999999999,40.4,3650,85.8,27.0,277.7,77.69999999999999
VIN00101,3,Mazda,Mazda3,2.5L,Grand Touring,77.7,11.989999999999998,3.77,15.459999999999999,96.3,120.89999999999999,46.1,1192,92.0,34.1,346.7,69.8
VIN00101,4,Mazda,Mazda3,2.5L,Grand Touring,85.2,11.659999999999998,2.95,11.95,96.1,118.3,40.4,3437,87.6,34.1,288.79999999999995,70.0
VIN00101,5,Mazda,Mazda3,2.5L,Grand Touring,72.7,11.389999999999999,3.88,14.08,92.5,112.89999999999999,49.4,4255,109.0,24.4,212.49999999999997,73.5
VIN00101,6,Mazda,Mazda3,2.5L,Grand Touring,83.30000000000001,11.92,4.1,15.61,101.3,109.39999999999999,48.5,768,96.6,27.1,385.5,79.5
VIN00101,7,Mazda,Mazda3,2.5L,Grand Touring,85.9,12.03,3.48,12.77,83.0,116.5,39.599999999999994,6980,91.0,28.0,221.79999999999998,74.1
VIN00101,8,Mazda,Mazda3,2.5L,Grand Touring,74.2,11.319999999999999,3.46,14.969999999999999,101.2,106.7,60.2,1584,96.2,20.8,210.79999999999998,69.6
VIN00101,9,Mazda,Mazda3,2.5L,Grand Touring,91.4,12.829999999999998,3.28,12.87,100.4,115.2,61.0,5517,106.7,27.3,305.09999999999997,77.8
VIN00101,10,Mazda,Mazda3,2.5L,Grand Touring,81.2,12.479999999999999,3.39,12.25,84.9,122.7,53.199999999999996,2670,86.7,21.4,322.29999999999995,72.6
VIN00102,0,Audi,A4,2.0L TFSI,Premium,96.9,13.35,2.21,16.38,103.0,110.2,57.7,2222,70.7,36.6,320.6,52.7
VIN00102,1,Audi,A4,2.0L TFSI,Premium,86.4,12.99,2.26,15.93,111.5,120.0,53.400000000000006,3443,79.10000000000001,40.1,237.00000000000003,60.800000000000004
VIN00102,2,Audi,A4,2.0L TFSI,Premium,108.7,13.93,2.66,18.16,110.0,109.8,61.1,3972,78.5,40.300000000000004,288.6,54.1
VIN00102,3,Audi,A4,2.0L TFSI,Premium,108.60000000000001,13.08,3.19,15.209999999999999,99.2,114.10000000000001,43.5,6639,75.8,30.400000000000002,258.5,49.7
VIN00102,4,Audi,A4,2.0L TFSI,Premium,107.7,14.08,1.96,17.869999999999997,108.2,117.9,43.0,3811,70.7,36.5,243.60000000000002,45.400000000000006
VIN00102,5,Audi,A4,2.0L TFSI,Premium,95.4,12.549999999999999,1.45,17.419999999999998,102.7,117.4,62.0,5427,80.60000000000001,41.9,409.70000000000005,45.0
VIN00102,6,Audi,A4,2.0L TFSI,Premium,89.60000000000001,13.43,2.04,16.89,99.2,105.10000000000001,69.2,5232,64.60000000000001,32.800000000000004,348.8,48.800000000000004
VIN00102,7,Audi,A4,2.0L TFSI,Premium,101.2,13.03,2.95,18.15,98.0,115.10000000000001,48.5,3082,61.900000000000006,34.800000000000004,405.70000000000005,46.800000000000004
VIN00102,8,Audi,A4,2.0L TFSI,Premium,87.5,13.51,1.8699999999999999,15.889999999999999,100.7,103.5,70.0,2396,85.0,34.2,383.1,49.5
VIN00102,9,Audi,A4,2.0L TFSI,Premium,101.80000000000001,13.99,1.91,17.63,107.9,108.8,63.900000000000006,4079,57.900000000000006,40.6,402.70000000000005,59.2
VIN00102,10,Audi,A4,2.0L TFSI,Premium,85.30000000000001,13.03,2.36,17.169999999999998,103.0,112.9,57.800000000000004,4568,65.9,27.6,241.10000000000002,46.7
VIN00103,0,Honda,Civic,2.0L,Sport,85.4,13.17,0.13,13.18,83.6,81.5,24.6,1710,93.1,51.2,144.6,90.0
VIN00103,1,Honda,Civic,2.0L,Sport,78.60000000000001,13.62,0.37,14.629999999999999,91.3,77.9,16.0,2013,90.6,58.0,181.2,83.4
VIN00103,2,Honda,Civic,2.0L,Sport,84.9,13.29,1.0899999999999999,12.12,88.69999999999999,82.3,25.8,6857,104.3,61.1,104.19999999999999,85.3
VIN00103,3,Honda,Civic,2.0L,Sport,86.4,13.82,-0.22999999999999998,11.29,80.8,90.6,11.8,4943,98.8,52.6,130.0,89.9
VIN00103,4,Honda,Civic,2.0L,Sport,80.2,13.55,0.020000000000000004,12.93,77.89999999999999,80.6,15.700000000000001,4306,103.0,50.1,233.8,81.0
VIN00103,5,Honda,Civic,2.0L,Sport,71.2,13.85,-0.5,12.549999999999999,91.5,89.6,26.200000000000003,3847,89.39999999999999,55.400000000000006,192.6,86.1
VIN00103,6,Honda,Civic,2.0L,Sport,84.80000000000001,13.2,0.8,12.58,74.5,90.0,22.900000000000002,3208,89.1,42.400000000000006,61.5,89.6
VIN00103,7,Honda,Civic,2.0L,Sport,77.9,13.39,-0.69,11.87,88.69999999999999,76.6,18.0,6415,86.3,57.300000000000004,152.1,85.1
VIN00103,8,Honda,Civic,2.0L,Sport,92.30000000000001,12.56,-0.72,12.99,92.0,89.9,20.0,6183,102.3,56.7,156.29999999999998,91.7
VIN00103,9,Honda,Civic,2.0L,Sport,84.60000000000001,13.9,0.93,12.29,88.89999999999999,88.2,39.0,1074,79.69999999999999,57.300000000000004,177.0,96.0
VIN00103,10,Honda,Civic,2.0L,Sport,91.7,13.37,0.24,13.99,88.19999999999999,83.0,13.700000000000001,4150,82.6,49.6,167.0,91.7
VIN00104,0,BMW,320i,2.0L Turbo,Luxury,108.1,14.39,0.4,10.26,95.6,107.6,52.7,2303,51.6,50.7,512.2,79.1
VIN00104,1,BMW,320i,2.0L Turbo,Luxury,119.3,15.190000000000001,1.1099999999999999,8.42,97.6,112.89999999999999,45.900000000000006,3809,40.900000000000006,59.800000000000004,477.20000000000005,81.6
VIN00104,2,BMW,320i,2.0L Turbo,Luxury,100.3,13.8,-0.32999999999999996,11.94,101.0,117.0,57.900000000000006,3074,38.3,57.400000000000006,528.5,79.3
VIN00104,3,BMW,320i,2.0L Turbo,Luxury,118.69999999999999,14.100000000000001,0.69,11.3,96.89999999999999,111.1,66.0,3645,51.2,57.300000000000004,556.7,69.39999999999999
VIN00104,4,BMW,320i,2.0L Turbo,Luxury,100.69999999999999,14.89,-0.18999999999999995,10.29,88.19999999999999,111.5,50.400000000000006,1578,43.800000000000004,60.1,466.40000000000003,89.0
VIN00104,5,BMW,320i,2.0L Turbo,Luxury,100.8,14.540000000000001,0.06,12.15,101.1,114.69999999999999,57.0,4896,59.1,54.900000000000006,570.9000000000001,80.89999999999999
VIN00104,6,BMW,320i,2.0L Turbo,Luxury,105.1,14.700000000000001,1.19,11.31,90.1,100.6,51.0,6473,46.0,45.2,528.2,84.89999999999999
VIN00104,7,BMW,320i,2.0L Turbo,Luxury,115.5,14.96,0.030000000000000027,11.36,87.6,104.39999999999999,44.300000000000004,3095,59.2,45.1,545.9000000000001,74.39999999999999
VIN00104,8,BMW,320i,2.0L Turbo,Luxury,109.69999999999999,15.120000000000001,-0.24,9.84,96.89999999999999,115.39999999999999,39.0,1076,48.5,56.900000000000006,417.50000000000006,85.69999999999999
VIN00104,9,BMW,320i,2.0L Turbo,Luxury,108.0,13.64,-0.019999999999999962,11.49,86.5,108.6,56.5,3211,66.0,45.7,418.6,79.1
VIN00104,10,BMW,320i,2.0L Turbo,Luxury,104.5,14.030000000000001,0.97,9.08,95.5,104.3,65.7,5523,62.0,45.300000000000004,558.1,80.0
VIN00105,0,Ford,Focus,1.5L,Titanium,80.0,13.3,3.03,5.56,104.5,87.8,33.3,3691,36.6,41.6,645.2,97.3
VIN00105,1,Ford,Focus,1.5L,Titanium,88.6,13.24,3.9799999999999995,3.7099999999999995,96.1,96.3,32.8,4296,29.200000000000003,37.9,603.8000000000001,101.89999999999999
VIN00105,2,Ford,Focus,1.5L,Titanium,81.0,13.34,3.7299999999999995,6.789999999999999,103.1,87.3,45.0,3408,25.5,47.1,575.3000000000001,88.8
VIN00105,3,Ford,Focus,1.5L,Titanium,79.2,13.83,2.65,4.529999999999999,98.1,90.5,45.3,4406,46.0,43.7,642.9000000000001,97.1
VIN00105,4,Ford,Focus,1.5L,Titanium,90.6,13.14,3.21,4.9399999999999995,102.1,91.7,38.599999999999994,6779,34.6,50.7,626.5,103.0
VIN00105,5,Ford,Focus,1.5L,Titanium,81.9,13.110000000000001,2.8499999999999996,6.43,111.7,95.89999999999999,44.099999999999994,6902,43.4,45.2,695.0,93.89999999999999
VIN00105,6,Ford,Focus,1.5L,Titanium,87.8,12.98,3.79,6.3999999999999995,111.6,93.0,33.8,3801,34.5,42.5,646.0,95.8
VIN00105,7,Ford,Focus,1.5L,Titanium,78.3,13.290000000000001,2.4499999999999997,4.909999999999999,113.3,95.3,47.5,6855,47.3,39.7,680.2,99.39999999999999
VIN00105,8,Ford,Focus,1.5L,Titanium,77.9,13.73,3.79,5.59,97.5,94.7,23.499999999999996,2081,35.2,36.5,700.0,97.89999999999999
VIN00105,9,Ford,Focus,1.5L,Titanium,93.0,12.67,4.029999999999999,6.33,104.3,93.3,18.4,3731,32.0,38.800000000000004,586.8000000000001,88.6
VIN00105,10,Ford,Focus,1.5L,Titanium,78.0,13.370000000000001,3.9699999999999998,3.9799999999999995,106.2,91.0,19.4,3061,36.2,45.9,620.0,104.39999999999999
VIN00106,0,Audi,A4,2.0L TFSI,Premium,82.2,13.57,3.47,17.48,116.6,83.5,39.9,4309,57.8,28.3,303.4,45.7
VIN00106,1,Audi,A4,2.0L TFSI,Premium,91.4,13.67,3.7300000000000004,16.11,111.3,83.4,34.699999999999996,2373,51.9,19.5,389.4,40.7
VIN00106,2,Audi,A4,2.0L TFSI,Premium,80.2,13.71,2.75,18.740000000000002,119.8,80.6,30.9,5695,71.8,25.7,303.79999999999995,47.2
VIN00106,3,Audi,A4,2.0L TFSI,Premium,84.8,13.93,3.1500000000000004,15.65,120.89999999999999,89.3,37.9,1235,54.5,19.700000000000003,289.7,43.7
VIN00106,4,Audi,A4,2.0L TFSI,Premium,89.7,14.16,4.42,15.72,118.19999999999999,79.3,46.0,2370,58.5,32.7,208.2,52.800000000000004
VIN00106,5,Audi,A4,2.0L TFSI,Premium,95.9,14.3,2.9800000000000004,16.91,109.6,83.5,34.0,6844,58.8,21.9,266.79999999999995,48.6
VIN00106,6,Audi,A4,2.0L TFSI,Premium,82.0,12.93,3.1,17.61,124.69999999999999,85.7,44.0,6692,66.2,18.9,337.2,36.5
VIN00106,7,Audi,A4,2.0L TFSI,Premium,88.5,14.36,3.3800000000000003,17.57,114.39999999999999,74.5,46.199999999999996,1837,52.199999999999996,21.4,399.4,45.800000000000004
VIN00106,8,Audi,A4,2.0L TFSI,Premium,89.2,13.76,4.04,16.56,112.6,82.7,36.199999999999996,1614,55.599999999999994,36.5,248.39999999999998,54.1
VIN00106,9,Audi,A4,2.0L TFSI,Premium,69.7,12.88,3.77,17.42,124.1,85.8,46.6,845,52.599999999999994,26.3,225.49999999999997,45.1
VIN00106,10,Audi,A4,2.0L TFSI,Premium,76.4,13.74,3.83,18.7,109.19999999999999,81.7,34.3,4320,46.0,25.0,299.29999999999995,36.0
VIN00107,0,Mercedes,C200,1.5L Turbo,AMG Line,97.2,12.78,1.98,17.49,91.2,112.5,83.9,2169,24.4,31.6,482.3,75.3
VIN00107,1,Mercedes,C200,1.5L Turbo,AMG Line,96.9,12.85,1.5899999999999999,16.34,82.5,116.9,84.9,6100,9.499999999999998,33.800000000000004,500.8,68.89999999999999
VIN00107,2,Mercedes,C200,1.5L Turbo,AMG Line,110.60000000000001,12.08,1.0699999999999998,16.66,99.3,104.4,90.0,3757,32.599999999999994,36.0,476.6,82.39999999999999
VIN00107,3,Mercedes,C200,1.5L Turbo,AMG Line,97.8,12.85,2.54,16.13,89.3,117.6,73.10000000000001,6197,18.9,38.5,489.7,76.6
VIN00107,4,Mercedes,C200,1.5L Turbo,AMG Line,85.10000000000001,12.09,2.75,17.169999999999998,82.2,107.1,80.80000000000001,1985,17.5,25.200000000000003,425.2,81.5
VIN00107,5,Mercedes,C200,1.5L Turbo,AMG Line,86.8,12.87,1.48,15.709999999999999,100.60000000000001,109.8,97.7,2156,10.899999999999999,36.1,505.6,76.2
VIN00107,6,Mercedes,C200,1.5L Turbo,AMG Line,87.60000000000001,12.28,1.6099999999999999,16.75,89.4,117.3,92.5,6398,28.599999999999998,36.6,545.5,82.7
VIN00107,7,Mercedes,C200,1.5L Turbo,AMG Line,89.2,12.5,1.77,16.43,94.0,107.9,95.7,4424,11.599999999999998,24.900000000000002,488.8,71.7
VIN00107,8,Mercedes,C200,1.5L Turbo,AMG Line,89.60000000000001,12.04,1.0899999999999999,18.36,97.2,110.6,78.0,2056,39.0,40.3,453.90000000000003,69.8
VIN00107,9,Mercedes,C200,1.5L Turbo,AMG Line,89.9,12.26,1.89,18.57,97.7,118.1,79.9,6882,9.499999999999998,37.6,516.6,67.1
VIN00107,10,Mercedes,C200,1.5L Turbo,AMG Line,88.0,13.19,1.54,17.619999999999997,92.0,113.2,93.4,4259,29.7,37.4,571.1,65.6
VIN00108,0,Volkswagen,Jetta,1.4L TSI,SEL,92.1,12.91,5.0,19.89,100.8,102.4,78.4,3093,24.5,52.8,316.7,98.0
VIN00108,1,Volkswagen,Jetta,1.4L TSI,SEL,84.69999999999999,12.16,4.9,21.810000000000002,98.89999999999999,101.0,83.30000000000001,6090,21.4,57.3,260.5,96.3
VIN00108,2,Volkswagen,Jetta,1.4L TSI,SEL,102.39999999999999,12.46,4.03,17.93,91.3,99.30000000000001,64.5,5931,11.1,50.5,349.0,91.8
VIN00108,3,Volkswagen,Jetta,1.4L TSI,SEL,92.5,12.39,4.86,20.47,91.5,107.30000000000001,88.60000000000001,1137,37.9,45.8,287.4,104.2
VIN00108,4,Volkswagen,Jetta,1.4L TSI,SEL,86.19999999999999,12.8,5.02,21.580000000000002,96.5,107.2,86.5,1899,36.7,43.699999999999996,291.9,95.4
VIN00108,5,Volkswagen,Jetta,1.4L TSI,SEL,101.8,12.34,4.51,19.94,107.8,102.7,64.4,3938,17.1,58.4,353.7,104.8
VIN00108,6,Volkswagen,Jetta,1.4L TSI,SEL,84.6,12.96,4.04,19.3,93.3,97.9,83.60000000000001,2874,15.8,47.0,382.7,98.6
VIN00108,7,Volkswagen,Jetta,1.4L TSI,SEL,93.1,12.94,5.92,21.86,105.3,96.80000000000001,74.7,5684,25.9,56.4,307.9,105.4
VIN00108,8,Volkswagen,Jetta,1.4L TSI,SEL,106.5,12.92,4.62,21.490000000000002,107.7,95.5,89.9,1934,36.3,42.9,277.3,88.6
VIN00108,9,Volkswagen,Jetta,1.4L TSI,SEL,87.69999999999999,13.07,5.9,20.48,96.2,99.10000000000001,63.7,3584,21.2,44.0,382.7,90.3
VIN00108,10,Volkswagen,Jetta,1.4L TSI,SEL,98.3,12.9,4.13,18.37,94.5,105.7,81.2,1248,38.1,57.699999999999996,257.9,91.0
VIN00109,0,Mazda,Mazda3,2.5L,Grand Touring,94.8,13.66,0.51,11.44,76.2,106.7,25.1,6454,41.6,47.1,453.3,30.1
VIN00109,1,Mazda,Mazda3,2.5L,Grand Touring,81.2,13.540000000000001,0.96,11.879999999999999,69.2,113.0,12.700000000000001,3314,30.700000000000003,55.900000000000006,425.40000000000003,21.6
VIN00109,2,Mazda,Mazda3,2.5L,Grand Touring,89.1,14.23,0.41000000000000003,9.87,66.60000000000001,104.7,31.400000000000002,1195,54.6,54.5,444.0,21.6
VIN00109,3,Mazda,Mazda3,2.5L,Grand Touring,102.3,13.95,0.96,9.78,81.5,113.4,12.8,3376,47.0,52.800000000000004,460.0,36.1
VIN00109,4,Mazda,Mazda3,2.5L,Grand Touring,101.8,13.58,-0.21999999999999997,10.73,76.7,103.8,21.6,5155,48.2,53.0,482.40000000000003,32.300000000000004
VIN00109,5,Mazda,Mazda3,2.5L,Grand Touring,94.5,14.25,0.9199999999999999,12.91,74.8,105.9,11.600000000000001,4175,52.0,49.4,509.6,31.6
VIN00109,6,Mazda,Mazda3,2.5L,Grand Touring,83.39999999999999,13.3,-0.27,10.68,84.4,101.5,24.6,4723,45.2,55.400000000000006,524.3,30.3
VIN00109,7,Mazda,Mazda3,2.5L,Grand Touring,88.1,14.28,-0.10999999999999999,10.49,70.60000000000001,105.10000000000001,19.900000000000002,4897,44.4,49.7,393.6,33.1
VIN00109,8,Mazda,Mazda3,2.5L,Grand Touring,107.5,13.620000000000001,0.0,12.149999999999999,68.8,97.7,30.400000000000002,1968,29.6,51.9,521.9,22.5
VIN00109,9,Mazda,Mazda3,2.5L,Grand Touring,91.7,12.9,-0.42999999999999994,12.459999999999999,79.60000000000001,112.8,29.700000000000003,970,53.2,53.0,520.1,34.9
VIN00109,10,Mazda,Mazda3,2.5L,Grand Touring,101.6,14.31,-0.38,11.92,66.5,106.9,16.5,6746,55.400000000000006,53.0,526.5,37.9
VIN00110,0,Honda,Civic,2.0L,Sport,103.0,13.54,4.18,7.58,105.6,79.3,83.3,5232,53.8,57.3,580.5,43.2
VIN00110,1,Honda,Civic,2.0L,Sport,90.4,13.37,3.3,7.29,109.19999999999999,77.5,71.1,1587,52.4,55.099999999999994,524.4,44.900000000000006
VIN00110,2,Honda,Civic,2.0L,Sport,113.5,13.36,4.449999999999999,6.35,96.6,86.7,72.0,3210,64.3,61.099999999999994,571.3,39.1
VIN00110,3,Honda,Civic,2.0L,Sport,102.9,13.34,4.8999999999999995,8.31,100.5,72.5,82.1,2016,54.8,48.0,572.5,35.2
VIN00110,4,Honda,Civic,2.0L,Sport,100.1,12.829999999999998,4.05,9.23,101.8,71.39999999999999,86.8,6385,47.8,58.8,596.2,35.300000000000004
VIN00110,5,Honda,Civic,2.0L,Sport,108.1,12.94,4.59,7.32,114.8,78.89999999999999,85.3,4543,41.699999999999996,52.5,600.4,39.800000000000004
VIN00110,6,Honda,Civic,2.0L,Sport,112.6,13.149999999999999,3.38,5.8100000000000005,96.8,76.3,87.1,6372,61.599999999999994,59.199999999999996,552.4,43.1
VIN00110,7,Honda,Civic,2.0L,Sport,100.1,13.75,3.28,8.27,110.69999999999999,74.2,78.7,3955,65.6,65.2,530.3,48.400000000000006
VIN00110,8,Honda,Civic,2.0L,Sport,91.7,12.86,5.05,8.42,104.1,73.89999999999999,83.3,6337,48.4,61.0,515.0,46.800000000000004
VIN00110,9,Honda,Civic,2.0L,Sport,105.9,13.45,4.449999999999999,9.35,105.0,76.39999999999999,90.2,4407,61.3,49.9,664.4,37.800000000000004
VIN00110,10,Honda,Civic,2.0L,Sport,88.1,13.42,5.05,5.72,102.3,88.89999999999999,82.1,3591,58.8,66.7,561.3,45.0
VIN00111,0,Hyundai,Elantra,2.0L,Limited,92.6,12.83,1.13,8.07,110.6,108.3,33.9,4093,29.0,31.9,610.0,48.8
VIN00111,1,Hyundai,Elantra,2.0L,Limited,89.69999999999999,12.84,1.5799999999999998,7.380000000000001,105.3,110.2,47.5,1659,42.8,25.0,681.2,53.8
VIN00111,2,Hyundai,Elantra,2.0L,Limited,86.69999999999999,12.540000000000001,0.5999999999999999,7.92,108.89999999999999,107.8,26.9,5050,41.0,25.799999999999997,670.8,52.0
VIN00111,3,Hyundai,Elantra,2.0L,Limited,85.19999999999999,13.25,0.7,7.59,113.89999999999999,114.5,26.2,5231,42.2,34.5,680.7,48.9
VIN00111,4,Hyundai,Elantra,2.0L,Limited,106.6,13.12,0.6599999999999999,9.97,102.0,110.0,24.299999999999997,2496,15.4,24.599999999999998,692.0,41.3
VIN00111,5,Hyundai,Elantra,2.0L,Limited,106.69999999999999,13.44,1.5599999999999998,9.36,111.1,103.89999999999999,33.1,4558,33.7,24.599999999999998,666.7,39.099999999999994
VIN00111,6,Hyundai,Elantra,2.0L,Limited,101.19999999999999,13.51,1.3099999999999998,7.44,115.8,117.39999999999999,37.6,2238,31.4,32.1,615.1,54.4
VIN00111,7,Hyundai,Elantra,2.0L,Limited,106.3,13.41,1.89,7.640000000000001,107.39999999999999,112.1,21.9,2331,23.4,26.099999999999998,595.5,40.599999999999994
VIN00111,8,Hyundai,Elantra,2.0L,Limited,85.89999999999999,13.32,1.5,6.98,109.6,99.0,24.5,2182,32.7,32.0,589.5,49.8
VIN00111,9,Hyundai,Elantra,2.0L,Limited,80.3,12.81,0.6699999999999999,6.880000000000001,117.69999999999999,105.0,27.4,935,38.1,33.6,688.3,44.0
VIN00111,10,Hyundai,Elantra,2.0L,Limited,92.3,12.58,1.39,9.95,117.69999999999999,116.6,45.9,3213,27.1,32.699999999999996,597.2,40.5
VIN00112,0,Mercedes,C200,1.5L Turbo,AMG Line,84.3,13.61,4.49,17.45,110.6,113.5,47.2,2644,72.0,45.9,582.2,35.8
VIN00112,1,Mercedes,C200,1.5L Turbo,AMG Line,79.89999999999999,14.0,3.56,16.369999999999997,107.8,116.9,58.7,1097,62.3,54.9,510.1,38.099999999999994
VIN00112,2,Mercedes,C200,1.5L Turbo,AMG Line,88.5,14.399999999999999,5.2,16.529999999999998,104.6,114.1,52.2,3180,59.9,46.199999999999996,552.0,29.599999999999998
VIN00112,3,Mercedes,C200,1.5L Turbo,AMG Line,88.7,13.45,4.62,15.889999999999999,112.0,119.9,55.1,5346,66.7,40.6,530.0,30.299999999999997
VIN00112,4,Mercedes,C200,1.5L Turbo,AMG Line,69.6,14.26,4.61,19.06,106.89999999999999,112.6,49.5,1799,80.6,39.6,537.1,34.5
VIN00112,5,Mercedes,C200,1.5L Turbo,AMG Line,93.7,13.84,4.03,17.75,104.1,105.9,48.5,2785,63.6,39.0,552.7,43.3
VIN00112,6,Mercedes,C200,1.5L Turbo,AMG Line,92.1,13.299999999999999,4.930000000000001,18.52,116.5,106.7,40.400000000000006,5236,61.9,36.7,582.4000000000001,43.199999999999996
VIN00112,7,Mercedes,C200,1.5L Turbo,AMG Line,74.5,13.149999999999999,5.470000000000001,18.47,103.1,111.3,36.1,1424,69.4,40.199999999999996,548.1,29.099999999999998
VIN00112,8,Mercedes,C200,1.5L Turbo,AMG Line,99.0,13.7,5.41,19.2,112.39999999999999,121.9,38.2,4840,84.1,44.1,619.5,28.999999999999996
